Date,Open,High,Low,Close,Adj Close,Volume
2014-06-19,596.7,611.99,592.9,597.39,597.39,"4,582.94556193"
2014-06-20,592.65,598.55,582.37,592.4,592.4,"9,346.80646972"
2014-06-21,595.75,599.91,583.5,596,596,"4,343.54339908"
2014-06-22,601.875,615,595.5,602.73,602.73,"4,786.91561075"
2014-06-23,588.3,604.19,580.11,588,588,"5,032.20153193"
2014-06-24,586.55,597.79,584.5,586.6,586.6,"3,546.27437944"
2014-06-25,564.59,589.44,563,564.69,564.69,"10,605.80669936"
2014-06-26,573.655,577.5,560.53,574,574,"6,336.27455165"
2014-06-27,583.995,589.99,573.21,583.99,583.99,"5,587.91488627"
2014-06-28,601.83,607.21,581.79,600.78,600.78,"7,887.9324102"
2014-06-29,597.6,603.77,593.37,597.9,597.9,"2,305.81536929"
2014-06-30,638.525,647.99,597.3,638.96,638.96,"22,327.73634227"
2014-07-01,648.5,665,636.1,649,649,"19,140.60714533"
2014-07-02,651.145,662,640.14,651.98,651.98,"9,196.92104847"
2014-07-03,640.06,657.97,636.24,640.94,640.94,"6,075.80642354"
2014-07-04,630.15,648.66,631,630.1,630.1,"6,067.93947696"
2014-07-05,630.7,638.4,627.7,630.9,630.9,"3,711.21765987"
2014-07-06,635.55,644.69,630.3,636,636,"3,371.39795172"
2014-07-07,622.74,639.89,616.73,623.48,623.48,"5,352.24483637"
2014-07-08,625.095,629.85,617.51,625.1,625.1,"2,870.55297536"
2014-07-09,626.25,632.99,620.13,626,626,"3,471.46424937"
2014-07-10,617.38,626.55,608.43,617.01,617.01,"5,220.79840785"
2014-07-11,633.455,634.1,615.84,633.7,633.7,"3,832.10703322"
2014-07-12,634.345,642.79,630,634,634,"4,360.49857679"
2014-07-13,629.5,638.21,626.36,629.9,629.9,"2,776.72921015"
2014-07-14,619.87,630.25,616.8,619.98,619.98,"3,945.91401273"
2014-07-15,620.61,627.99,618.57,619.95,619.95,"4,012.97958813"
2014-07-16,616.525,622.5,611.21,616.12,616.12,"3,505.70149182"
2014-07-17,623.27,627.5,613,622.97,622.97,"2,968.16104219"
2014-07-18,627.5,633.6,616.96,628,628,"4,227.06978867"
2014-07-19,628.515,633.6,625.6,628.01,628.01,"1,778.85253953"
2014-07-20,622.565,629.5,620.36,623.17,623.17,"1,317.68867289"
2014-07-21,618.835,624.95,616.8,618.39,618.39,"2,283.77662737"
2014-07-22,619.99,623.17,617.5,620.3,620.3,"1,699.2895198"
2014-07-23,618.43,620.9,616.21,618.9,618.9,"1,204.00090416"
2014-07-24,601.21,620.4,591.4,601,601,"9,198.14225741"
2014-07-25,599.86,608,592.5,600,600,"4,040.34956808"
2014-07-26,593.45,600.88,589,593.13,593.13,"4,815.76801232"
2014-07-27,594.42,599.78,590.22,594.69,594.69,"2,763.26017456"
2014-07-28,586.525,594.84,572,586.54,586.54,"11,578.53038317"
2014-07-29,584.72,590,577.11,584.35,584.35,"4,312.29575707"
2014-07-30,563.57,585,561.7,563.64,563.64,"6,930.67892364"
2014-07-31,584.505,590,561.47,584.02,584.02,"12,361.66809072"
2014-08-01,,605.72,579.1,594.6,594.6,"9,475.726"
2014-08-02,594.315,605.72,579.1,594.89,594.89,"8,279.83813446"
2014-08-03,,589,578.13,585.71,585.71,"2,765.631"
2014-08-04,,595,581.22,586.6,586.6,"2,981.338"
2014-08-05,582.34,588.77,579,582.85,582.85,"3,855.83588125"
2014-08-06,,586.3,574.01,581.36,581.36,"4,059.221"
2014-08-07,588.39,592.7,576.5,587.58,587.58,"5,971.4331272"
2014-08-08,591.44,598.88,586.8,591.87,591.87,"3,353.70818201"
2014-08-09,587.79,591.98,584.19,588.03,588.03,"1,431.20081626"
2014-08-10,588.275,594.49,583.31,586.8,586.8,"1,748.84344476"
2014-08-11,571.6,589.39,567.02,572.15,572.15,"7,639.54470662"
2014-08-12,566.53,578.8,562.51,566.51,566.51,"7,202.89475893"
2014-08-13,544.185,571.4,525,544.07,544.07,"18,192.74107012"
2014-08-14,502.105,547.3,451,503,503,"40,563.18977955"
2014-08-15,493.555,519.5,478,493.6,493.6,"22,019.65889024"
2014-08-16,517.73,523.11,484.5,516.99,516.99,"16,058.6996965"
2014-08-17,490.005,522.43,484.82,490,490,"14,103.02123311"
2014-08-18,457.3,512.3,443,456.61,456.61,"40,453.75972151"
2014-08-19,478.815,492.61,457.01,478.2,478.2,"26,077.59502515"
2014-08-20,510.745,521.89,464,510.5,510.5,"29,808.2656097"
2014-08-21,523.14,534.89,508.2,523.28,523.28,"17,851.96867066"
2014-08-22,517.905,525,503.7,517.06,517.06,"12,580.63278648"
2014-08-23,499.115,519.2,491.52,498.7,498.7,"9,815.39514675"
2014-08-24,512.58,517.7,494.5,513.35,513.35,"5,966.56330439"
2014-08-25,500.295,514.3,497.55,500.68,500.68,"7,178.06340129"
2014-08-26,506.805,517.47,497.75,506.5,506.5,"10,882.90413571"
2014-08-27,510.975,522.8,506.5,511.15,511.15,"7,472.53931978"
2014-08-28,504.965,514.77,503.86,505.23,505.23,"5,447.75809684"
2014-08-29,507.89,513.99,498.8,507.3,507.3,"5,581.47190073"
2014-08-30,497.955,509.03,495.5,498.55,498.55,"4,068.95240121"
2014-08-31,480.28,500.75,471.65,480.49,480.49,"14,675.83612321"
2014-09-01,479.1,484.9,471.01,479,479,"7,940.12166459"
2014-09-02,476.715,484,468.82,476.73,476.73,"10,294.2332806"
2014-09-03,475.92,479.9,473.2,476.29,476.29,"3,751.87833848"
2014-09-04,491.655,497.24,472.99,491.41,491.41,"9,629.55956997"
2014-09-05,481.11,494.89,481,480.53,480.53,"5,189.77208717"
2014-09-06,484.775,486.9,478.1,484.49,484.49,"2,508.31822926"
2014-09-07,482.505,487.1,482.14,482.12,482.12,"1,546.94479745"
2014-09-08,469.825,483,464.22,470.5,470.5,"16,173.07114232"
2014-09-10,476.735,479.7,463,476.49,476.49,"9,049.76990442"
2014-09-11,477.13,481.15,472.2,476.76,476.76,"5,663.81530352"
2014-09-12,473.825,478.06,467,473.39,473.39,"3,466.45408049"
2014-09-13,479.12,483.93,472.84,478.46,478.46,"8,088.79902104"
2014-09-14,478.48,481.56,475.33,478.33,478.33,"2,954.15919353"
2014-09-15,476.52,480.3,475,476.43,476.43,"5,311.49690719"
2014-09-16,464.6,476.56,462.11,464.51,464.51,"5,933.41889337"
2014-09-17,452.97,467.75,451.6,453,453,"9,241.26109594"
2014-09-18,425.245,459,408.8,423.79,423.79,"38,503.8641696"
2014-09-19,396.38,433.72,381.5,396.78,396.78,"35,180.10725775"
2014-09-20,407.975,426.3,385.5,407.65,407.65,"30,390.32526868"
2014-09-21,396.73,414.5,392.23,396.97,396.97,"18,872.72044555"
2014-09-22,405.065,411.2,396.3,405.57,405.57,"10,291.73311764"
2014-09-23,436.84,447.11,392.15,437,437,"36,532.21997192"
2014-09-24,426.025,445,422,425.9,425.9,"15,853.07336509"
2014-09-25,413.195,430.84,402.33,413.63,413.63,"15,447.27599209"
2014-09-26,406.36,415,396.2,406.87,406.87,"10,765.39312408"
2014-09-27,399.82,409.04,393.2,399.99,399.99,"7,663.93407277"
2014-09-29,374.485,401.99,365,374.2,374.2,"19,452.93504634"
2014-09-30,389.5,398.7,368,390,390,"17,783.47805963"
2014-10-01,383.86,392.88,377,384.2,384.2,"10,572.20920371"
2014-10-02,372.09,385.52,370,372.82,372.82,"10,619.50089233"
2014-10-03,358.685,376.86,357,358.67,358.67,"20,611.67738996"
2014-10-04,334.41,367.05,321.5,334.69,334.69,"38,221.51757649"
2014-10-05,305.755,346.69,275,306.48,306.48,"76,810.54172279"
2014-10-06,335.985,346.89,301,336,336,"62,099.92201769"
2014-10-07,329.415,340,317,329.93,329.93,"31,251.70977099"
2014-10-08,353.75,354.2,323.85,353.99,353.99,"32,317.47450322"
2014-10-09,360.255,387.13,347.14,360,360,"57,057.69139321"
2014-10-10,357.49,379.74,351.15,357.78,357.78,"32,935.45439655"
2014-10-11,361.84,368.5,351,361.61,361.61,"18,284.00772549"
2014-10-12,375.645,380,351.86,376,376,"18,895.0698306"
2014-10-13,397.895,396.66,368.24,397.51,397.51,"39,128.24170379"
2014-10-14,403.28,414.42,387,403.53,403.53,"49,817.51576454"
2014-10-15,393.77,402.68,384.7,393.25,393.25,"30,172.06672383"
2014-10-16,379.46,400,370.21,379.03,379.03,"29,727.79338838"
2014-10-18,390.195,392.9,372,390,390,"12,475.59438707"
2014-10-19,388.48,394.5,383.5,388.41,388.41,"5,443.74666748"
2014-10-20,382.44,391.29,370.2,382.61,382.61,"19,321.74518362"
2014-10-21,385.21,394,376.66,385.29,385.29,"16,140.71939547"
2014-10-22,381.97,386.7,377.25,381.93,381.93,"10,606.90381177"
2014-10-23,359.17,383.6,355,359,359,"33,872.46209832"
2014-10-24,355.875,363.1,351.5,355.6,355.6,"17,396.61725622"
2014-10-25,347.875,358.88,337.65,347.86,347.86,"28,137.8499024"
2014-10-26,352.985,359.9,340.2,353,353,"16,735.89100993"
2014-10-27,351.5,359.47,346.44,351.25,351.25,"15,168.46353801"
2014-10-28,352.58,355.44,346.52,352.53,352.53,"5,847.61504155"
2014-10-29,333.86,353.78,333.62,333.72,333.72,"24,791.90324261"
2014-10-30,346.805,351,331,346.02,346.02,"46,896.62593141"
2014-10-31,339.625,351,332.14,339.62,339.62,"29,686.57445074"
2014-11-01,324.515,339.9,315.54,324.53,324.53,"24,895.63860112"
2014-11-02,324.29,329.55,317.7,324.38,324.38,"10,690.94246866"
2014-11-03,324.16,334.14,323.8,324,324,"15,013.40275731"
2014-11-04,328.225,331.28,321,328.2,328.2,"18,685.63509089"
2014-11-05,339.715,342.54,328,339.7,339.7,"26,946.41640864"
2014-11-06,347.6,354.32,336.32,347.8,347.8,"24,238.12117718"
2014-11-07,341.23,354,338.1,341.25,341.25,"19,762.14408012"
2014-11-08,345.39,348.3,341,345.36,345.36,"7,253.75320902"
2014-11-09,359.835,361,343.41,359.81,359.81,"35,734.72704778"
2014-11-10,367.1,374.26,356.33,367.29,367.29,"34,099.04948687"
2014-11-11,366.325,371.45,360.74,366.25,366.25,"10,223.05399898"
2014-11-12,420.045,436,365.23,420.05,420.05,"100,556.35715904"
2014-11-13,419.24,475,381.56,419.25,419.25,"142,734.3024246"
2014-11-14,398.295,431.86,382.22,398.3,398.3,"64,809.51801497"
2014-11-15,378.035,410.1,368,378,378,"43,478.7283955"
2014-11-16,391.28,399.9,372.5,391,391,"25,153.6943699"
2014-11-17,387.515,413.48,373,387.99,387.99,"46,928.75913974"
2014-11-18,375.555,393,366.46,375,375,"37,569.37328676"
2014-11-19,374.975,386,368,375,375,"17,675.00940983"
2014-11-20,356.515,379.5,352.01,356.5,356.5,"22,323.24585926"
2014-11-22,351.765,365.3,348.96,352.1,352.1,"15,703.02129248"
2014-11-23,366.715,372.28,350.6,366.31,366.31,"13,328.57333766"
2014-11-24,381.445,391.92,363.62,382.1,382.1,"41,759.67229117"
2014-11-25,378.125,396.87,374.1,377.86,377.86,"28,201.80125592"
2014-11-26,366.875,380,365.22,366.95,366.95,"20,517.08141649"
2014-11-27,369.07,375,366.21,369.01,369.01,"7,873.74896434"
2014-11-28,378.025,387.5,355.51,378,378,"29,712.00490554"
2014-11-29,377.72,390,371,377.77,377.77,"21,214.38428906"
2014-11-30,378.57,385.59,373.7,378.45,378.45,"14,098.93376446"
2014-12-01,382.82,386.5,377.3,382.7,382.7,"12,111.74888542"
2014-12-02,384.63,387.99,379.08,384.54,384.54,"11,176.43424054"
2014-12-03,376.69,386.3,374.5,376.61,376.61,"13,333.79412954"
2014-12-04,370.295,380.33,367.8,370.57,370.57,"13,818.29792499"
2014-12-05,378.7,382.51,366.1,378.61,378.61,"18,131.787423"
2014-12-06,376.255,381.19,370.11,376.26,376.26,"9,355.75839452"
2014-12-07,376.965,379.8,373.01,376.95,376.95,"4,588.69566234"
2014-12-08,365.58,378.34,362.25,365.5,365.5,"17,001.24118158"
2014-12-09,351.305,365.9,343,351.38,351.38,"37,318.27718444"
2014-12-10,347.59,352.5,346,347.65,347.65,"12,117.20687445"
2014-12-11,348.41,362.99,335.7,348.58,348.58,"34,955.30602024"
2014-12-12,352.655,354.9,346.11,352.67,352.67,"11,792.63549992"
2014-12-13,347.37,353,344.11,347.79,347.79,"10,341.77154459"
2014-12-14,353.09,358,345.04,353.06,353.06,"8,974.62375915"
2014-12-15,347.9,354.6,345.45,346.85,346.85,"10,912.10524068"
2014-12-16,329.04,348,326.28,329.04,329.04,"30,641.81367539"
2014-12-17,318.9,335,314.21,318.83,318.83,"37,731.74169452"
2014-12-18,311.07,325,302.32,311.06,311.06,"48,627.84677761"
2014-12-19,318.785,319.97,305.6,318.79,318.79,"22,630.62518179"
2014-12-20,329.13,330,315.3,329.41,329.41,"20,518.48808137"
2014-12-21,322.21,330,316.85,322.16,322.16,"15,517.53790609"
2014-12-22,331.01,336.85,319.64,330.78,330.78,"21,051.94123361"
2014-12-23,336.065,337.79,330,335.8,335.8,"11,890.45601797"
2014-12-24,323.4,336.29,320,323,323,"13,822.88930182"
2014-12-25,317.655,323.98,315.5,317.63,317.63,"7,560.17130936"
2014-12-26,330.525,332.4,316.17,330.52,330.52,"13,245.34676928"
2014-12-27,316.35,331.4,310,315.86,315.86,"17,830.05534617"
2014-12-28,316.58,319.79,310.08,316.6,316.6,"10,087.39813339"
2014-12-29,314.325,320.5,313.02,314.28,314.28,"7,921.46188691"
2014-12-30,310.62,315.93,307.1,310.5,310.5,"10,587.87442998"
2014-12-31,319.645,321,309.39,319.85,319.85,"9,448.41852773"
2015-01-01,315.13,322.9,313.81,315.03,315.03,"7,523.6717873"
2015-01-02,315.185,316.74,313.28,315.2,315.2,"3,784.15580293"
2015-01-03,288.015,316.01,286.49,287.8,287.8,"38,745.72502259"
2015-01-04,260.675,290.78,255.03,260.62,260.62,"87,644.26825774"
2015-01-05,278.985,279.5,258.06,279.5,279.5,"46,559.16340675"
2015-01-06,287.82,291.94,270.99,287.61,287.61,"41,842.27626342"
2015-01-08,284.145,299.42,282.01,284.16,284.16,"31,717.39119509"
2015-01-09,290.015,297.32,280.4,290.01,290.01,"29,027.70815212"
2015-01-10,278.2,292.99,275,278.45,278.45,"25,770.22390605"
2015-01-11,268.305,282.86,265.83,268.41,268.41,"22,424.27957612"
2015-01-12,269.225,274.44,266.24,269.08,269.08,"19,658.31246998"
2015-01-13,223.075,271.85,219,222.53,222.53,"143,627.54156927"
2015-01-14,177.98,229.99,166.45,178,178,"269,676.7632074"
2015-01-15,209.405,230.74,174.82,209.51,209.51,"188,920.22312724"
2015-01-16,208.83,223.1,197.72,208.97,208.97,"79,136.75980144"
2015-01-17,199.555,214,192.2,199.85,199.85,"53,482.29609853"
2015-01-18,211.29,222,194,211.45,211.45,"65,773.85945767"
2015-01-19,218.16,219.95,207,218,218,"31,061.65645985"
2015-01-20,212.555,219.25,203.7,212.5,212.5,"53,722.60775943"
2015-01-21,225.725,230,211,225.97,225.97,"55,463.09981751"
2015-01-22,232.55,242,225.29,232.5,232.5,"59,635.33696373"
2015-01-23,231.505,236.98,225.13,231.4,231.4,"40,146.81751313"
2015-01-24,247.845,248.5,229.03,247.98,247.98,"38,232.69104968"
2015-01-25,253.71,259.39,245,253.9,253.9,"52,690.60291307"
2015-01-26,274.145,315,252.04,274.11,274.11,"207,546.86712344"
2015-01-27,264.61,280.37,250,264.47,264.47,"82,682.09362592"
2015-01-28,236.36,269.97,226.35,236.22,236.22,"83,264.98987042"
2015-01-29,231.445,239.33,220,231.48,231.48,"64,235.70029441"
2015-01-30,228.825,243.89,224.22,228.68,228.68,"50,043.28151378"
2015-01-31,221.49,234.03,221.21,221.5,221.5,"39,796.49642954"
2015-02-01,227.27,233.32,211.02,227.43,227.43,"65,814.24905482"
2015-02-02,240.92,245,222.5,240.86,240.86,"41,675.03118602"
2015-02-03,229.71,248.42,222.66,229.7,229.7,"91,342.75905282"
2015-02-04,226.22,233,220.23,226.39,226.39,"45,257.84638087"
2015-02-05,217.185,228.8,210.12,217.2,217.2,"38,128.27725919"
2015-02-06,223.37,225.88,215,223.4,223.4,"34,438.69352565"
2015-02-07,228.915,239.78,221.12,229.02,229.02,"36,927.41058042"
2015-02-08,224.27,232.9,221.1,224.39,224.39,"26,265.92127356"
2015-02-09,220.02,225.98,215.33,219.88,219.88,"47,421.97211196"
2015-02-10,221.375,223.88,214,221.46,221.46,"29,603.42656203"
2015-02-11,218.905,224.4,218.1,219.16,219.16,"18,995.54484985"
2015-02-12,223.035,223.17,217.8,223.01,223.01,"19,780.54721143"
2015-02-13,236.27,242.5,221.46,236.5,236.5,"68,011.11597921"
2015-02-14,258.99,261.3,235.33,258.9,258.9,"77,185.34676734"
2015-02-15,233.95,268.54,228.2,234,234,"106,533.31738359"
2015-02-16,236.77,243.65,228.62,236.88,236.88,"46,364.52948033"
2015-02-17,242.585,246.28,231.5,242.31,242.31,"42,167.85816901"
2015-02-18,234.675,244.99,231.01,234.82,234.82,"38,814.1206902"
2015-02-19,241.315,243.42,234.12,241.32,241.32,"22,729.84210128"
2015-02-20,245.345,248.98,238.95,245.31,245.31,"33,328.74267681"
2015-02-21,245.25,247.73,243.28,245.3,245.3,"16,783.80588505"
2015-02-22,236.455,247.78,232.1,236.69,236.69,"33,276.91273056"
2015-02-23,239.065,241,232.61,238.72,238.72,"23,617.87900906"
2015-02-24,239.765,240.99,236.7,239.79,239.79,"17,103.14997696"
2015-02-25,237.775,240.83,235.53,237.88,237.88,"13,627.11725343"
2015-02-26,237.12,238.34,233.62,237.03,237.03,"18,651.49600216"
2015-02-27,257.775,262.8,236.64,257.75,257.75,"67,846.57724715"
2015-02-28,255.915,258.3,251.25,255.89,255.89,"19,129.16589133"
2015-03-01,261.71,266.91,245.65,261.65,261.65,"45,664.40454676"
2015-03-02,274.57,276.59,258.98,274.53,274.53,"62,629.49906896"
2015-03-03,282.78,294,267.04,282.86,282.86,"84,421.16151755"
2015-03-04,272.74,285.99,267,272.99,272.99,"72,173.58797576"
2015-03-05,277.095,284.99,262,277.1,277.1,"67,745.52771667"
2015-03-06,273.995,279.75,268.8,274,274,"41,261.66975014"
2015-03-07,276.385,280.76,270.55,276.33,276.33,"21,893.34835803"
2015-03-08,274.56,278.68,271.61,274.55,274.55,"15,003.9542098"
2015-03-09,291,295,274.41,290.87,290.87,"60,360.74008612"
2015-03-10,294.77,303.96,287.91,294.76,294.76,"68,484.03675438"
2015-03-11,296.465,298.75,290.8,296.62,296.62,"26,840.49783121"
2015-03-12,295.81,298.8,291.04,295.81,295.81,"26,792.9538009"
2015-03-13,287.91,296.2,285,287.91,287.91,"42,118.64995128"
2015-03-14,283.815,288.28,281.36,283.8,283.8,"28,223.07968136"
2015-03-15,287.11,287.8,281.59,287.12,287.12,"13,545.99917908"
2015-03-16,291.105,295.2,286.12,291.19,291.19,"21,880.12688926"
2015-03-17,284.47,292.9,281.56,284.12,284.12,"22,239.10881503"
2015-03-18,255.985,285.5,248,255.99,255.99,"85,533.31256432"
2015-03-19,261.98,269.5,246.98,261.93,261.93,"82,668.2087355"
2015-03-20,262.635,267,259.36,262.52,262.52,"16,922.77549984"
2015-03-21,260.62,263.01,255.1,260.74,260.74,"15,114.86091426"
2015-03-22,268.835,269.99,259.74,269,269,"17,019.65459194"
2015-03-23,267.845,271.5,262,267.59,267.59,"23,260.60727172"
2015-03-24,248.88,268.44,241.39,249.06,249.06,"63,142.65634196"
2015-03-25,246.165,250.95,235.7,246.25,246.25,"55,506.72410865"
2015-03-26,249.405,255,244.5,249.18,249.18,"32,121.68587396"
2015-03-27,248.06,250.45,245.23,248.08,248.08,"22,720.12389179"
2015-03-28,253.53,255.96,246.12,253.45,253.45,"18,699.94605994"
2015-03-29,242.995,253.01,238.89,243,243,"31,019.87274952"
2015-03-30,247.785,250.98,236.24,247.66,247.66,"32,500.58221728"
2015-03-31,246.645,248.8,242,246.72,246.72,"20,474.76927618"
2015-04-01,246.295,247.89,239.21,246.32,246.32,"23,576.13818236"
2015-04-02,252.01,254.94,243,252.24,252.24,"28,017.48457581"
2015-04-03,253.695,256.49,250.31,253.6,253.6,"28,646.26720436"
2015-04-04,253.425,255.7,250.32,253.44,253.44,"9,922.56562881"
2015-04-05,257.795,260,251.55,257.79,257.79,"20,720.66074232"
2015-04-06,256.35,262.45,253.4,256.35,256.35,"23,797.99706445"
2015-04-07,255.41,257.9,253.01,255.46,255.46,"10,801.01507985"
2015-04-08,246.275,255.6,242.72,246.15,246.15,"39,322.64011542"
2015-04-09,242.845,246.79,236.5,242.94,242.94,"22,786.56967961"
2015-04-10,234.32,243.87,230.75,234.21,234.21,"36,357.69003354"
2015-04-11,235.68,240.58,232.92,235.59,235.59,"18,157.60035361"
2015-04-12,235.995,238.7,232.38,236,236,"10,911.26760486"
2015-04-13,222.26,237.7,220.14,222.44,222.44,"37,963.81583807"
2015-04-14,218.195,227.89,216.37,218.14,218.14,"47,996.67907123"
2015-04-15,221.475,224.75,217.6,221.45,221.45,"23,368.05237489"
2015-04-16,229.77,229.89,221.07,230,230,"29,942.3387054"
2015-04-17,222.495,230,219.58,222.49,222.49,"27,951.38187333"
2015-04-18,223.325,224.16,219.94,223.26,223.26,"12,359.15171828"
2015-04-19,222.815,227,222.1,222.8,222.8,"17,754.634589"
2015-04-20,223.425,227,221.24,223.55,223.55,"19,189.9937043"
2015-04-21,233.395,236.5,223.3,233.49,233.49,"30,238.88274214"
2015-04-22,233.41,238.99,232,233.29,233.29,"23,806.07115213"
2015-04-23,234.495,235.76,233,234.5,234.5,"8,407.3487734"
2015-04-24,230.73,237.22,228.7,230.7,230.7,"23,382.29244622"
2015-04-25,226.925,232.7,225.35,226.98,226.98,"13,081.36074199"
2015-04-26,219.505,227.12,213.92,219.5,219.5,"40,982.57772356"
2015-04-27,230.5,232.49,218.24,230.51,230.51,"30,559.50622874"
2015-04-28,224.915,231.42,222.16,224.99,224.99,"21,202.67307467"
2015-04-29,226.095,227.8,222.66,226.1,226.1,"12,875.89175605"
2015-04-30,236.275,240.89,224.63,236.01,236.01,"40,749.53460488"
2015-05-01,234.445,239.25,233.56,234.17,234.17,"16,098.33158164"
2015-05-02,235.685,235.79,231.26,235.66,235.66,"11,016.33869615"
2015-05-03,240.115,243.73,233.75,240.13,240.13,"18,420.55942239"
2015-05-04,238.915,243.6,236.98,238.93,238.93,"24,761.56769064"
2015-05-05,235.53,239.49,231.05,235.56,235.56,"25,768.86944423"
2015-05-06,230.57,236.89,227.26,230.73,230.73,"20,631.40857264"
2015-05-07,238.165,239.79,226.42,238.28,238.28,"55,109.49171257"
2015-05-08,245.46,249.22,235.66,245.48,245.48,"31,475.0091172"
2015-05-09,243.07,249.21,240.1,243.08,243.08,"19,003.72540967"
2015-05-10,240.845,245.95,238.79,240.87,240.87,"12,756.28671661"
2015-05-11,243.125,245.49,238.5,243.19,243.19,"15,724.08625447"
2015-05-12,242.07,244.67,240.86,242.1,242.1,"13,284.90564658"
2015-05-13,235.49,245,241,235.47,235.47,"13,424.84177427"
2015-05-14,236.585,242.14,232.1,236.6,236.6,"33,270.57732147"
2015-05-15,237.06,239,235.8,237.02,237.02,"9,075.62309001"
2015-05-16,235.955,237.82,233.88,236.06,236.06,"7,777.2411404"
2015-05-17,235.945,238.24,235.6,235.96,235.96,"4,618.53439596"
2015-05-18,232.265,237.25,229,232.17,232.17,"12,778.73556387"
